0.1676099701 	0.1030371347 	0.0714609618 	0.0480943662 	0.0327046090 	0.0235407976 	0.0177080037 	0.0140350698 	0.0115356481 	0.0097123137 	0.0082586867 	0.0069942837 	0.0058512937 	0.0047638956 	0.0037529148 	0.0027742478 	0.0018940343 	0.0010291563 	0.0003032263 	-0.0004851159 	-0.0010756118 	-0.0019597316 	-0.0025208328 	-0.0039692756 	-0.0047825652 	-0.0079782235 	-0.0098986355 	-0.0182800390 	-0.0255089813 	-0.0535211928 	-0.0974126094 	-0.2117182644 	
0.1984964118 	0.1320738477 	0.1156968560 	0.0933232215 	0.0791555368 	0.0699641920 	0.0629626657 	0.0574333196 	0.0525882929 	0.0480813030 	0.0437430568 	0.0393869459 	0.0351057596 	0.0307407418 	0.0265525935 	0.0222885964 	0.0183805807 	0.0143314247 	0.0108327869 	0.0069139131 	0.0037371909 	-0.0005752879 	-0.0039586790 	-0.0101274556 	-0.0152165297 	-0.0269438486 	-0.0377819431 	-0.0652498107 	-0.0952297604 	-0.1770776631 	-0.3050267833 	-0.4594528377 	
0.0820989584 	0.1303990569 	0.1434132352 	0.1380892191 	0.1313682917 	0.1236101315 	0.1163734905 	0.1092028237 	0.1020755538 	0.0947588803 	0.0872698551 	0.0794501415 	0.0715362133 	0.0633436718 	0.0553348945 	0.0471354734 	0.0394689186 	0.0315440513 	0.0244812507 	0.0167382562 	0.0101067909 	0.0017052010 	-0.0055404142 	-0.0170043710 	-0.0278511238 	-0.0483825765 	-0.0704456810 	-0.1149666087 	-0.1678954421 	-0.2816208334 	-0.4268398086 	-0.5173851602 	
0.0636352138 	0.1100331841 	0.1376051936 	0.1472978888 	0.1522356296 	0.1519869419 	0.1490317625 	0.1437094724 	0.1367484050 	0.1283752634 	0.1189498678 	0.1085825834 	0.0976785094 	0.0862510035 	0.0748486429 	0.0632507850 	0.0521925672 	0.0410001468 	0.0307207714 	0.0199083246 	0.0101614214 	-0.0013124744 	-0.0120120159 	-0.0272316907 	-0.0430819243 	-0.0698164768 	-0.1013901341 	-0.1584804727 	-0.2317681392 	-0.3663642770 	-0.5092802864 	-0.5171336271 	
0.0422999040 	0.1020817110 	0.1410772099 	0.1644855623 	0.1776439043 	0.1826869578 	0.1822635663 	0.1776862434 	0.1701200213 	0.1601531041 	0.1483570585 	0.1350539817 	0.1207782677 	0.1057412613 	0.0905618507 	0.0752096004 	0.0603983653 	0.0456461006 	0.0318551930 	0.0178146618 	0.0047989378 	-0.0096476654 	-0.0236703317 	-0.0420697332 	-0.0622693062 	-0.0938448119 	-0.1334490727 	-0.2005983125 	-0.2899760035 	-0.4333299654 	-0.5566879870 	-0.4822707061 	
0.0379878033 	0.0990711818 	0.1447304167 	0.1756659761 	0.1950211866 	0.2045273007 	0.2068254768 	0.2035437686 	0.1960457250 	0.1851316825 	0.1715192276 	0.1557288801 	0.1384284146 	0.1200489269 	0.1012850660 	0.0823221652 	0.0638390009 	0.0455834511 	0.0282859597 	0.0110459127 	-0.0052157866 	-0.0224859125 	-0.0395835774 	-0.0606341843 	-0.0844222007 	-0.1197025514 	-0.1659385210 	-0.2411283876 	-0.3419691674 	-0.4842506956 	-0.5775715864 	-0.4303210890 	
0.0364044982 	0.1016115915 	0.1529317870 	0.1899756354 	0.2135884603 	0.2260990687 	0.2300847191 	0.2275025877 	0.2197682763 	0.2077838244 	0.1923370639 	0.1740952554 	0.1538489270 	0.1322220177 	0.1099915499 	0.0875211040 	0.0654651468 	0.0437514703 	0.0229711399 	0.0024842361 	-0.0170598753 	-0.0372247862 	-0.0573559833 	-0.0809830170 	-0.1080659284 	-0.1467328865 	-0.1988789455 	-0.2805128124 	-0.3879066293 	-0.5207548904 	-0.5780534920 	-0.3724449247 	
0.0380764515 	0.1067545038 	0.1619300337 	0.2021805541 	0.2282376906 	0.2425704964 	0.2478211631 	0.2459188478 	0.2381718571 	0.2254380615 	0.2085200277 	0.1882049695 	0.1654118096 	0.1409511060 	0.1156919121 	0.0901500902 	0.0649603441 	0.0401828876 	0.0162884904 	-0.0071618396 	-0.0297275292 	-0.0526228224 	-0.0755943946 	-0.1017113439 	-0.1319289100 	-0.1739553320 	-0.2314707207 	-0.3178467694 	-0.4268797515 	-0.5436800307 	-0.5625838050 	-0.3151497392 	
0.0410308307 	0.1139378128 	0.1722131633 	0.2145010979 	0.2418485705 	0.2571859052 	0.2631895902 	0.2616927792 	0.2538144541 	0.2403133962 	0.2219874069 	0.1997299855 	0.1745933815 	0.1475607813 	0.1195975903 	0.0913409681 	0.0634105519 	0.0359503796 	0.0093294068 	-0.0167567632 	-0.0420286706 	-0.0674481610 	-0.0930794124 	-0.1216983855 	-0.1550946788 	-0.2006539819 	-0.2629960661 	-0.3521364061 	-0.4580572037 	-0.5538092606 	-0.5348948646 	-0.2623941500 	
0.0446361240 	0.1214504886 	0.1816309645 	0.2244734826 	0.2520851122 	0.2678045429 	0.2743305159 	0.2732256573 	0.2653421315 	0.2512808135 	0.2318186924 	0.2079426291 	0.1808373597 	0.1516455166 	0.1214289152 	0.0909237688 	0.0607393672 	0.0310710886 	0.0022022496 	-0.0260877328 	-0.0536523348 	-0.0812949554 	-0.1093621845 	-0.1404933164 	-0.1771579790 	-0.2263540522 	-0.2927211130 	-0.3823026582 	-0.4807025200 	-0.5519308547 	-0.4980857057 	-0.2160172570 	
